NEPA_PROJECT,GEN_ACTIVITY,DATE_COMP,ACRES,SEQ_DAYS,SEQ_ACTIVITY,int
(PALS)BIG SMOKY SUMMER HOMES: HAZARD FUELS REDUCTION PROJECT,INT_CUT,2009-04-22,10.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)STANLEY LAKE RECREATION COMPLEX RECONSTRUCTION PROJECT,INT_CUT,2015-07-31,25.0,0 days 00:00:00.000000000,INT_CUT initial,0
WESTSIDE VEGETATION MANAGEMENT PROJECT,INT_CUT,2005-11-22,60.0,0 days 00:00:00.000000000,INT_CUT initial,0
WESTSIDE VEGETATION MANAGEMENT PROJECT,INT_CUT,2011-07-25,346.0,2071 days 00:00:00.000000000,INT_CUT to INT_CUT,2071
(PALS)DEER CREEK WATERSHED PROJECT,UA-RH-FH,2018-08-31,5.0,0 days 00:00:00.000000000,UA-RH-FH initial,0
(PALS)GREEN HORNET HAZARDOUS FUELS REDUCTION PROJECT,INT_CUT,2008-01-15,123.1,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)GREEN HORNET HAZARDOUS FUELS REDUCTION PROJECT,INT_CUT,2008-01-20,32.5,5 days 00:00:00.000000000,INT_CUT to INT_CUT,5
(PALS)GREEN HORNET HAZARDOUS FUELS REDUCTION PROJECT,INT_CUT,2008-02-15,11.6,26 days 00:00:00.000000000,INT_CUT to INT_CUT,26
(PALS)GREEN HORNET HAZARDOUS FUELS REDUCTION PROJECT,INT_CUT,2010-10-15,35.0,973 days 00:00:00.000000000,INT_CUT to INT_CUT,973
(PALS)GREEN HORNET HAZARDOUS FUELS REDUCTION PROJECT,INT_CUT,2011-02-14,193.0,122 days 00:00:00.000000000,INT_CUT to INT_CUT,122
(PALS)POLE CREEK ROAD REROUTE,EA-RH-FH,2015-01-16,4.0,0 days 00:00:00.000000000,EA-RH-FH initial,0
(PALS)PREVENTION AND SUPPRESSION TREATMENTS FOR MOUNTAIN PINE BEETLE AT DEVELOPE,INT_CUT,2011-05-31,5.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)WARM SPRINGS FUELS REDUCTION PROJECT,INT_CUT,2008-05-22,28.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)WARM SPRINGS FUELS REDUCTION PROJECT,UA-RH-FH,2010-12-17,20.0,939 days 00:00:00.000000000,INT_CUT to UA-RH-FH,939
(PALS)CUSTER COUNTY TRANSFER STATION SPECIAL USE PERMIT (CONTINUED-SEE COMMENTS,INT_CUT,2016-11-18,25.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)COMBINED COW CAMP AND JOB CREEK FUEL REDUCTION PROJECT,INT_CUT,2014-09-18,29.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)COMBINED COW CAMP AND JOB CREEK FUEL REDUCTION PROJECT,EA-RH-FH,2015-12-18,11.0,456 days 00:00:00.000000000,INT_CUT to EA-RH-FH,456
(PALS)BRUNDAGE WILDLAND-URBAN INTERFACE - BEAR BASIN RESTORATION PROJECT DN/FONS,INT_CUT,2017-09-11,130.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)BRUNDAGE WILDLAND-URBAN INTERFACE - BEAR BASIN RESTORATION PROJECT DN/FONS,INT_CUT,2017-10-15,6.0,34 days 00:00:00.000000000,INT_CUT to INT_CUT,34
(PALS)BRUNDAGE WILDLAND-URBAN INTERFACE - BEAR BASIN RESTORATION PROJECT DN/FONS,EA-RH-FH,2017-11-15,6.0,31 days 00:00:00.000000000,INT_CUT to EA-RH-FH,31
(PALS)BRUNDAGE WILDLAND-URBAN INTERFACE - BEAR BASIN RESTORATION PROJECT DN/FONS,INT_CUT,2017-11-15,202.0,0 days 00:00:00.000000000,INT_CUT and EA-RH-FH same day,0
(PALS)BRUNDAGE WILDLAND-URBAN INTERFACE - BEAR BASIN RESTORATION PROJECT DN/FONS,INT_CUT,2017-11-17,25.0,2 days 00:00:00.000000000,INT_CUT to INT_CUT,2
(PALS)BRUNDAGE WILDLAND-URBAN INTERFACE - BEAR BASIN RESTORATION PROJECT DN/FONS,INT_CUT,2018-07-11,23.0,236 days 00:00:00.000000000,INT_CUT to INT_CUT,236
(PALS)BRUNDAGE WILDLAND-URBAN INTERFACE - BEAR BASIN RESTORATION PROJECT DN/FONS,INT_CUT,2018-07-15,67.0,4 days 00:00:00.000000000,INT_CUT to INT_CUT,4
(PALS)BRUNDAGE WILDLAND-URBAN INTERFACE - BEAR BASIN RESTORATION PROJECT DN/FONS,INT_CUT,2018-08-15,40.0,31 days 00:00:00.000000000,INT_CUT to INT_CUT,31
(PALS)GRAYS CREEK FIRE SALVAGE PROJECT,EA-RH-FH,2008-09-09,41.0,0 days 00:00:00.000000000,EA-RH-FH initial,0
(PALS)NIDGS HABITAT RESTORATION TREATMENTS STUDY BY UNIVERSITY OF IDAHO,INT_CUT,2017-11-15,31.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)JOB CREEK FUELS REDUCTION PROJECT,INT_CUT,2014-09-18,56.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)KELLEY SALVAGE,INT_CUT,2014-11-17,30.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)MESA FIRE SALVAGE AND REFORESTATION PROJECT DECISION MEMO,EA-RH-FH,2019-02-15,76.0,0 days 00:00:00.000000000,EA-RH-FH initial,0
(PALS)MESA FIRE SALVAGE AND REFORESTATION PROJECT DECISION MEMO,EA-RH-FH,2019-06-10,30.0,115 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,115
(PALS)MESA FIRE SALVAGE AND REFORESTATION PROJECT DECISION MEMO,EA-NRH-FH,2019-06-15,8.0,5 days 00:00:00.000000000,EA-RH-FH to EA-NRH-FH,5
(PALS)MESA FIRE SALVAGE AND REFORESTATION PROJECT DECISION MEMO,EA-RH-FH,2019-06-15,22.0,0 days 00:00:00.000000000,EA-RH-FH and EA-NRH-FH same day,0
(PALS)MESA FIRE SALVAGE AND REFORESTATION PROJECT DECISION MEMO,EA-RH-FH,2019-06-19,1.0,4 days 00:00:00.000000000,EA-RH-FH to EA-RH-FH,4
(PALS)MESA FIRE SALVAGE AND REFORESTATION PROJECT DECISION MEMO,EA-NRH-FH,2019-06-20,2.0,1 days 00:00:00.000000000,EA-RH-FH to EA-NRH-FH,1
(PALS)MESA FIRE SALVAGE AND REFORESTATION PROJECT DECISION MEMO,EA-RH-FH,2019-06-20,1.0,0 days 00:00:00.000000000,EA-RH-FH and EA-NRH-FH same day,0
(PALS)MESA FIRE SALVAGE AND REFORESTATION PROJECT DECISION MEMO,EA-NRH-FH,2019-07-15,98.0,25 days 00:00:00.000000000,EA-RH-FH to EA-NRH-FH,25
(PALS)MESA FIRE SALVAGE AND REFORESTATION PROJECT DECISION MEMO,EA-RH-FH,2019-07-15,7.0,0 days 00:00:00.000000000,EA-RH-FH and EA-NRH-FH same day,0
HAYNES POST AND POLE TIMBER SALE,EA-RH-NFH,2005-08-01,16.0,0 days 00:00:00.000000000,EA-RH-NFH initial,0
(PALS)LITTLE RED GOOSE FOREST RESILIENCE PROJECT DECISION MEMO,EA-RH-FH,2020-01-21,1.0,0 days 00:00:00.000000000,EA-RH-FH initial,0
(PALS)LITTLE RED GOOSE FOREST RESILIENCE PROJECT DECISION MEMO,EA-NRH-FH,2020-09-09,156.89999999999998,232 days 00:00:00.000000000,EA-RH-FH to EA-NRH-FH,232
(PALS)LITTLE RED GOOSE FOREST RESILIENCE PROJECT DECISION MEMO,EA-RH-FH,2020-09-09,30.0,0 days 00:00:00.000000000,EA-RH-FH and EA-NRH-FH same day,0
(PALS)LITTLE RED GOOSE FOREST RESILIENCE PROJECT DECISION MEMO,INT_CUT,2020-09-09,70.4,0 days 00:00:00.000000000,INT_CUT and EA-RH-FH same day,0
WITHINGTON SALVAGE,INT_CUT,2005-08-01,433.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)SMITH BATES RIDGE TIMBER SALE,EA-NRH-FH,2006-09-14,38.0,0 days 00:00:00.000000000,EA-NRH-FH initial,0
(PALS)HALSTEAD FIRE SALVAGE PROJECT,INT_CUT,2019-07-01,24.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)HALSTEAD FIRE SALVAGE PROJECT,INT_CUT,2019-09-25,19.0,86 days 00:00:00.000000000,INT_CUT to INT_CUT,86
(PALS)IDAHO POWER SOUTH FORK POWERLINE RELOCATION SPECIAL USE PERMIT AMENDMENT,LAND_CLEAR,2016-11-16,8.0,0 days 00:00:00.000000000,LAND_CLEAR initial,0
(PALS)AVELENE SALVAGE PROJECT,INT_CUT,2015-10-23,58.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)DN/FONSI NORTHEAST STANLEY INTERFACE FUELS REDUCTION PROJECT,INT_CUT,2010-11-07,14.0,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)DN/FONSI NORTHEAST STANLEY INTERFACE FUELS REDUCTION PROJECT,INT_CUT,2011-11-01,72.0,359 days 00:00:00.000000000,INT_CUT to INT_CUT,359
(PALS)PICO SALVAGE PROJECT,INT_CUT,2011-10-18,6.4,0 days 00:00:00.000000000,INT_CUT initial,0
(PALS)PICO SALVAGE PROJECT,INT_CUT,2012-09-30,20.6,348 days 00:00:00.000000000,INT_CUT to INT_CUT,348
(PALS)TEPEE SPRINGS SALVAGE,EA-RH-FH,2016-07-29,50.099999999999994,0 days 00:00:00.000000000,EA-RH-FH initial,0
(PALS)KRASSEL ADMINISTRATIVE HAZARD TREE,INT_CUT,2013-07-11,5.0,0 days 00:00:00.000000000,INT_CUT initial,0
